"id";"MotionOutcomeAndDescription";"PageURL";"MotionVoteOutcome";"VideoTimeSlot";"MeetingIDValue";"ItemID"
"169";"Passed    Motion To: That the committee RECEIVE the item for information";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114362";"Passed";NULL;"2178";"114362"
"170";"Passed    Motion To: That the Transportation Committee recommend that Council approve the Parking Operations, Maintenance and Development Branch 2013 Business Plan, subject to 2013 budget approval. ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=111057";"Passed";NULL;"2178";"111057"
"171";"Passed    Motion To: That the Transportation Committee recommend Council approve initiating the Transit Project Assessment Process in accordance with Ontario Environmental Assessment Act (Regulation 231/08) for the Kanata North Bus Rapid Transit facility as described in this report and supporting documents including the preparation and filing of the Environmental Project Report for final public review and comment. ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=111544";"Passed";NULL;"2178";"111544"
"172";"Passed    Motion To: That the Transportation Committee recommend Council approve finalization of the Environmental Study Report for the Rideau Canal Multi-Use Crossing project as described in this report and attached documents and posting of the Notice of Study Completion. ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114358";"Passed";NULL;"2178";"114358"
"173";"Passed    Motion To: That the item be amended as per the previous motion.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=111628";"Passed";NULL;"2178";"111628"
"174";"Passed    Motion To: WHEREAS an error on Page 2 and Page 8 of the report indicates, as follows, that the preferred alignment for the extension of Greenbank Road and Southwest Transitway Extension has not been determined:

“A re-aligned Greenbank Road, with a transitway facility in the median (Southwest Transitway), to Cambrian Road was defined through environmental assessments studies and the results were rolled into the CDP.  South of Cambrian, the CDP only showed an approximate corridor for the extension of Greenbank to the urban boundary.  The CDP effort did not include a functional design for this section of roadway, nor did it include an alignment for the Southwest Transitway extension south of Cambrian.”;

THEREFORE BE IT RESOLVED THAT the report be corrected as follows:

“A re-aligned Greenbank Road, with a transitway facility in the median (Southwest Transitway), south to Cambrian Road was defined through environmental assessments studies (with a ROW of 41.5m) and the results were rolled into the CDP. 
	
From Cambrian Road southerly, the CDP showed the preferred alignment (with a ROW of 41.5m which will need to be revisited as part of this EA) for the extension of Greenbank Road to the limit of the CDP (i.e. former Urban Boundary).  The CDP completed phases 1 and 2 of the Class EA process but did not include a functional design for this section of roadway and Southwest Transitway extension south of Cambrian, which will be completed as part of this EA study.”

";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=111628";"Passed";NULL;"2178";"111628"
"175";"Passed    Motion To: That the Transportation Committee recommend Council approve initiating the Transit Project Assessment Process in accordance with Ontario Environmental Assessment Act (Regulation 231/08) for the Barrhaven to Riverside South Bus Rapid Transit facilities as described in this report and supporting documents, including the preparation and filing of an Environmental Project Report for formal public review and comment.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109107";"Passed";NULL;"2178";"109107"
"176";"Passed    Motion To: Motion TRC 23/2
Moved by Councillor D. Deans
That this item be referred to staff to bring back a comprehensive In-Service Safety Review in March 2013; recognizing the current high speeds and historic rate of accidents, and efforts to be made to enforce existing limits and safe driving practices in the interim.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114127";"Passed";NULL;"2178";"114127"
"177";"Passed    Motion To: That the committee RECEIVE the item for information";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109297";"Passed";NULL;"2178";"109297"
"178";"Passed    Motion To: Minutes 43 of the Planning Committee meeting of 23 October 2012.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=115462";"Passed";NULL;"2266";"115462"
"179";"Passed    Motion To: That the committee RECEIVE the item for information";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=115492";"Passed";NULL;"2266";"115492"
"180";"Passed    Motion To: That the Planning Committee recommend Council: 
1. Receive the West Urban Community – Wastewater Collection System Master Servicing Plan Study Report; and 
2. Approve the recommendation of the West Urban Community – Wastewater Collection System Master Servicing Plan Study Report to continue with wastewater projects identified in the 2009 Infrastructure Master Plan and add a new Interceptor Sewer to manage wastewater flows between the Stittsville / Fernbank trunk sewers and the Hazeldean and Kanata West Pumping Station.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114391";"Passed";NULL;"2266";"114391"
"181";"Passed    Motion To: That Planning Committee recommend Council: 
1. Approve the application for new construction at 116 York Street in the ByWard Market Heritage Conservation District according to the plans by Jordan Jenkins, 2M Architects, received on October 1, 2012; 
2. Delegate authority for minor design changes to the General Manager, Planning and Growth Management Department; and 
3. Issue the heritage permit with a two-year expiry from the date of issuance. 
(Note: The statutory 90-day timeline for consideration of this application under the Ontario Heritage Act will expire on December 29, 2012). 
(Note: Approval to Alter this property under the Ontario Heritage Act must not be construed to meet the requirements for the issuance of a building permit.) ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=113856";"Passed";NULL;"2266";"113856"
"182";"Passed    Motion To: That the Planning Committee recommend Council: 
1. Approve the application to repair and restore 31 Sweetland Avenue, as per plans submitted by Douglas Hardie Architect Inc. on September 18, 2012 and included as Documents 3 and 4; 
2. Approve the application for an addition at 31 Sweetland Avenue as per plans submitted by Douglas Hardie Architect Inc. on September 18, 2012 and included as Documents 3 and 4; 
3. Delegate authority for minor design changes to the General Manager, Planning and Growth Management Department; and 
4. Issue the heritage permit with a two-year expiry date from the date of issuance. 
(Note: The statutory 90-day timeline for consideration of this application under the Ontario Heritage Act will expire on December 17, 2012.) 
(Note: Approval to Alter this property under the Ontario Heritage Act must not be construed to meet the requirements for the issuance of a building permit.) ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114395";"Passed";NULL;"2266";"114395"
"183";"Passed    Motion To: That the Planning Committee recommend Council approve an amendment to Zoning By-law 2008-250 to change the zoning of 1321-1323 Dussere Street and 1279 Cousineau Street from Minor Institutional Zone, Subzone B, Exception 183 I1B[183] to Residential Second Density Zone, Subzone N (R2N), as shown in Document 1. ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114393";"Passed";NULL;"2266";"114393"
"184";"Passed    Motion To: WHEREAS the Details of Recommended Zoning contains a provision that prior to the lifting of the holding provisions, the Applicant is required to obtain Site Plan Approval, which approval will include a condition requiring the Owner to enter into separate agreement with the Owners of 125 Hickory Street and 855 Carling Avenue for roadway improvements; 

AND WHEREAS there is ambiguity related to the details of this condition that has caused the applicant to express a concern that the lifting of the holding provision would be subject to the willingness of the other two Owners to enter into the cost share agreement for intersection improvements that will be required under the site plan approval prior to development occurring; 

AND WHEREAS staff have reviewed this concern and agree that further clarity to the wording of the requirements set out the details of the recommended zoning related to the holding provision is appropriate;

NOW THEREFORE BE IT RESOLVED THAT Section 1. d. P) iii be replaced with the following text to clarify the requirement to be set out in the Site Plan Agreement. 

The Owner(s) providing financial security, representing an estimate of their proportionate share of the cost of design and construction of required improvements to the intersection of Carling Avenue and Champagne Avenue South, (including the following lane extensions: westbound right-turn lane, eastbound left-turn lane and southbound left-turn lane), as described in the Delcan report TO3059TOL00, dated December 18, 2009,  at no cost to the City, and to City standards to the satisfaction of the General Manager, Planning and Growth Management. The proportionate share estimate is to based on the combined traffic generation potential of the development proposals for the subject property, plus 855 Carling Avenue (across Hickory Street to the south) and 125 Hickory Street (adjacent to the south).  The Owner(s) shall further be required under the site plan approval to enter into a cost sharing agreement with the owners of the properties located at 855 Carling Avenue and 101 Champagne Avenue South for the design and construction of the required intersection improvements which agreement may be completed after the required Site Plan Control Agreement is registered, subject to the required securities having been posted. The required security shall not be released until such time as the noted intersection improvements have been completed to the satisfaction of the General Manager, Planning and Growth Management.

AND BE IT FURTHER RESOLVED THAT no further notice be given under subsection 34(17) of the Planning Act.


";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=113851";"Passed";NULL;"2266";"113851"
